Text,State,City,Year,Type,Source
"Three Hispanic and two White individuals entered the store and cut in front of me. I spoke up and said, ""Hey, I've been in line and I'm next."" This opened up all of them to start calling me names and spitting on me. They said that they didn't care and that I needed to keep waiting. The cashier spoke up and said they had stop that and asked if I wanted to call the police. I declined and left the store immediately, not wanting any more confrontation.",California,Rosemead,,Verbal Harassment,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"It was the first time I had gone out in one month since shelter-in-place. I walked into a grocery aisle inside of the store, looking for bread, but keeping distance from people. An African American woman yelled at me to say, “Get out of my way! You don’t speak English.”",California,Livermore,,Verbal Harassment,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"My wife went in to buy milk and my children and I were off to the side waiting for her outside in the parking lot area. A group of Latinos started yelling, “Look, it's a Chinese – he’s got Corona!” They made hand gestures as if they are holding a rifle pointed at me.",California,Santa Clara,,Verbal Harassment,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"An attorney I work with made racially discriminatory comments about the opposing party, which was a Chinese business. He said the Chinese would be getting what they deserve and made other ethnically and racially discriminatory remarks against China, couched in the context of the opposing party being a Chinese business.",California,Los Angeles,,Workplace Discrimination,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"Coworker (non-Asian minority) said new COVID-19 cases are due to number of Chinese residents because it comes from China to Chinatown, spreading through the air. Asian American (Vietnamese) co-worker didn't disagree. Both have said racist things before (and since), but we work in a major healthcare system, so this is not good for patients.",California,San Diego,,Workplace Discrimination,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
Our Zoom feed was hacked by White Supremacists who verbally attacked our members and viewers with racial slurs and anti-immigrant remarks. They also hacked into our Zoom chat typing the Nazi salute (Seig Heil) and pro-Trump messages.,California,Los Angeles,,Online,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"A YouTube commenter/creator wanted to call the disease ""Chinese virus"" and said he hated Chinese people. When I mentioned I am an American of ethnic Chinese descent, the commenter told me to go back to China. He said that I'm not an American and that America was made for Europeans and there should be ‘no Chinese mafioso’ in the USA.",California,San Francisco,,Online,https://stopaapihate.org/wp-content/uploads/2021/04/Stop-AAPI-Hate-Report-California-200630.pdf
"A Chinatown shop owner was pepper sprayed and hit in the face while attempting to stop a robber from leaving her store in San Francisco. Fanly Chen, the owner of a phone repair and accessories store, said the 16-year-old suspect was known for stealing from Chinatown businesses.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/teenager-arrested-after-attacking-sfs-chinatown-store-owner/2550720/
"A 53-year-old man was robbed and stabbed multiple times in San Francisco's Bayview neighborhood over the weekend while walking home with his son. Chi Ling Lee's wife said her husband was stabbed five times, including once in the head, once in the chest and twice in the stomach. Lee was left with a punctured lung and a broken rib during the attack.",California,San Francisco,2021,Physical Assault,https://www.nbclosangeles.com/news/national-international/anti-asian-hate-crimes-statistics-in-the-us/2597914/
"An Asian deliveryman was stabbed by a fellow cyclist in New York's Cypress Hills neighborhood in the middle of a summer Sunday afternoon. The victim, 53, was on his way to make a food delivery when a second cyclist rode up behind the victim with a knife clutched in his hand and stabbed him.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/crime-and-courts/nyc-food-delivery-worker-stabbed-on-way-to-dropoff-by-man-on-bike-cops/3105523/
A 23-year-old woman was kicked in the back and leg by a knife-wielding attacker on a Monday morning in New York's Chelsea neighborhood. Police told WCBS a man had approached the woman from behind and kicked her while making anti-Asian statements. He pulled out a knife when a bystander tried to help the woman before running away.,New York,New York,2021,Physical Assault,https://www.audacy.com/wcbs880/news/local/nypd-woman-kicked-in-anti-asian-attack-on-manhattan-street
"An Asian store owner was punched in the face in his own Washington, D.C., store, in an attack caught on the store's surveillance video. Chong Hu Lu, the owner of Max Trading, said the assailant grew angry after being told he could not open items in the store and attacked Lu, saying ""F--- you, Chinese people, I hate you."" Lu was taking to the hospital and recieved 14 stitches.",District of Columbia,Washington D.C.,2021,Physical Assault,https://www.nbcwashington.com/news/asian-business-owner-attacked-in-northeast-dc/2662419/
"Carl Chan, a member of the Oakland Chamber of Commerce, was on his way to visit an elderly victim of anti-Asian discrimination when he himself was attacked from behind. Chan said his attacker called him slurs and hit him on the back. The assaliant was arrested after Chan took a photo and called police.",California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/east-bay/president-of-chinatown-chamber-of-commerce-attacked-in-oakland/2532427/
"A man has been arrested after assaulting three Asian victims in separate Brooklyn attacks. The most recent victim was checking out a stand in front of J&R NY Supermarket on Avenue U in Sheepshead Bay when a stranger walked up, pushed him to the ground and walked away without saying a word, cops say. The other attacks occured on March 22 and March 5.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-77-shoved-to-ground-at-nyc-market-woman-has-hair-grabbed-in-latest-possible-anti-asian-attacks/2985350/
"A 28-year-old man was arrested for a string of sexual assaults against women, ages 57, 67 and 75, over the course of a month in Fremont, California. Alexander Lomax was arrested after he severely beat and assaulted a 67-year-old Asian woman in the front yard of a home on May 13. The elderly victim was taken to the hospital with multiple broken bones.",California,Freemont,2021,Physical Assault,https://www.nbcbayarea.com/news/local/east-bay/fremont-police-link-suspect-in-sexual-assault-in-front-yard-to-additional-cases/2545906/
"Two Indonesian American teenage girls say they were sworn at and slapped by four other teenagers inside a subway station in what they believed was a ""terrifying"" racially motivated attack. Cellphone footage captured by the girls show another teenager swearing at them inside the SEPTA City Hall station. An Indonesian man and woman was also subject to harassment from the four, according to NBC Philadelphia.",Pennsylvania,Philadelphia,2021,Physical Assault,https://www.nbcphiladelphia.com/news/local/indonesian-teens-say-they-were-attacked-by-group-of-girls-at-septa-station/2755175/
A 65-year-old woman was the victim of a robbery when 31-year-old Ryan Preston grabbed her bag and cell phone in a brief struggle before running away. A bystander who had chased down Preston told officers the snatch happened in San Francisco's Sansome and Sutter streets.,California,San Francisco,2021,Physical Assault,https://sanfrancisco.cbslocal.com/2021/05/27/suspects-in-separate-robberies-of-elderly-asian-victims-arrested-in-san-francisco/
"A woman was accused of tripping, kicking and swearing at a 33-year-old Asian woman in New York's St. Mark's neighborhood around noon. The assailant reportedly tripped her victim, kicked at her while she was on the ground and screamed ""F--- you!"" before running off.",New York,New York,2021,Physical Assault,https://nypost.com/2021/05/05/woman-tripped-kicked-in-another-potential-anti-asian-attack/
"A young Asian American father was punched and killed during a minor fender bender in Philadelphia's Juniata neighborhood, in an incident that shocked and saddened the Philadelphia Asian community. Wei Lin, 28, was helping one of his employees translate at the scene of a minor crash when Jose Figueroa, a passenger in the other car, punched Lin. Lin died at Temple University Hospital three days later. Police have declined to classify the incident as a hate crime or hate incident since Figueroa did not call Lin a slur before punching him.",Pennsylvania,Philadelphia,2021,Physical Assault,https://www.nbcphiladelphia.com/news/local/family-community-mourn-young-father-killed-in-philly-road-rage-attack/2838169/
"An 80-year-old man was attacked by two men in broad daylight, when he was beaten, shoved to the ground and robbed of his FitBit.",California,San Leandro,2021,Physical Assault,https://www.nbcbayarea.com/news/local/east-bay/80-year-old-asian-man-attacked-in-san-leandro/2541227/
"Police are searching for a man who had asked an Asian subway rider if he was Chinese before attempting to rob him. The suspect was panhandling when he approached the victim at a midtown Manhattan station, according to police.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/nyc-police-seek-suspect-in-anti-asian-subway-mugging-attempt/3081347/
"A man has been arrested after assaulting three Asian victims in separate Brooklyn attacks. The most recent victim was checking out a stand in front of J&R NY Supermarket on Avenue U in Sheepshead Bay when a stranger walked up, pushed him to the ground and walked away without saying a word, cops say. The other attacks occured on March 22 and March 5.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-77-shoved-to-ground-at-nyc-market-woman-has-hair-grabbed-in-latest-possible-anti-asian-attacks/2985350/
A 21-year-old man shot and killed eight people at two spas in Atlanta; six of the victims were women of Asian descent.,Georgia,Atlanta,2021,Physical Assault,https://www.nbcnews.com/news/us-news/suspect-deadly-atlanta-area-spa-shootings-says-he-was-motivated-n1261299
"A 37-year-old Asian mom with her daughter was on her way to protest violence and discrimination against the AAPI community when she herself was punched by a man on the subway. Police said he approached the woman, tried to throw her protest sign into the garbage, then punched her twice. Katie Hou, 37, said a man punched her face twice after she left a rally in Union Square with her 7-year-old daughter.",New York,New York,2021,Physical Assault,http://nbcnewyork.com/news/national-international/assault-suspect-punches-woman-on-her-way-to-anti-asian-violence-protest-police/2750681/
A 67-year-old Asian man was attacked by three people in a laundromat in San Francisco's Chinatown,California,San Francisco,2021,Physical Assault,https://abc7news.com/san-francisco-chinatown-asian-man-attacked-in-sf-laundromat-crime/10386627/
A 25-year-old victim was sitting and talking to a friend outside an ice cream shop in New York's Grand Street close to Chinatown when a stranger walked up. That stranger made anti-Asian statements and slapped the victim in the face before fleeing. She refused medical attention at the scene.,New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/ill-cut-you-home-depot-wood-threat-unprovoked-slap-target-asians-in-2-nyc-boroughs/2987929/
A 34-year-old man was sworn at and had his cellphone smacked to the ground in one of multiple attacks against Asians that happened in New York on March 21st.,New York,Queens,2021,Physical Assault,https://www.nbcphiladelphia.com/news/national-international/assault-suspect-punches-woman-on-her-way-to-anti-asian-violence-protest-police/2750681/
"A 71-year-old Chinese man was beaten, bitten and dragged down a street in Oakland by a woman in a brutal attack that left him bruised and missing seven teeth. The man, who uses a cane for mobility, was taking in a trash can near his home when a woman came out of a car and tried to rob him, according to ABC 7 News.",California,Oakland,2021,Physical Assault,https://abc7news.com/exclusive-71-year-old-warns-others-after-brutal-oakland-attack/10689513/
"A 25-year-old man was arrested for assaulting an elderly Korean American couple, as well as threatening a Japanese American Olympian as she was training ahead of the Tokyo Olympic.",California,Orange,2021,Physical Assault,https://www.nbclosangeles.com/news/local/sakura-kokumai-orange-county-racist-video-olympics-karate/2569313/
"Two Asian women were attacked by a stranger with a hammer in New York City's Hell's Kitchen area after the attacker, another woman, told the victims to ""take off your mask."" One of the women had to be sent to the hospital. The suspect, 37-year-old Ebony Jackson, was arrested on May 13 and charged with felony assault.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/video-shows-woman-attacking-2-asian-women-with-hammer-in-nyc-police/3034453/
"The trouble happened after a Korean shop owner, Jung Kim said she asked Keaundra Young, Daquiesha Williams and three other women to leave her store after they knocked over several wig displays. The video showed the women returning to the store, knocking over the displays again. Young eventually charged at Kim, punching her at least eight times. Lee said the women also scratched his face as he tried to fight them off his mother. Lee said the situation escalated when the pair nearly ran him and his father over with their vehicle in the parking lot. The attack left Kim bloodied and bruised with a broken nose.",Texas,Houston,2021,Physical Assault,"https://www.click2houston.com/news/local/2021/03/23/you-little-asian-girl-beauty-store-owner-attacked-by-customer-in-north-harris-county/#:~:text=HOUSTON%20%E2%80%93%20A%20beauty%20supply%20store,her%20as%20she%20was%20pummeled"
"An Asian gas station owner found himself covered in pepper spray and dodging cars after fighting with a man spewing racist slurs against him. Cwell, the gas station owner, recorded video that showed the customer telling him ""You're not from here! You're Asian! Small d---!"" ""He ends up reversing his car at me,"" Cwell told KGO-TV. ""The guy had pulled out his pepper spray and he had shot my face, arms. I ended up going to the ER.",California,Oakland,2021,Physical Assault,https://abc7news.com/oakland-crime-gas-station-attack-police/10417580/
"A 64-year-old Vietnamese American woman was assaulted in broad daylight. As the victim got in her parked at a Vietnamese market, another car came and blocked her way. The suspects opened the door to her car, grabbed her purse with more than $1000 cash and fled.",California,San Jose,2021,Physical Assault,https://news.yahoo.com/grandmother-64-robbed-1-000-213216433.html
"Yaeji Kim, 30, was pepper-sprayed by a man who rolled down the window of a dark-colored sedan in New York City.",New York,New York,2021,Physical Assault,https://www.nydailynews.com/new-york/ny-nyc-pepper-spray-attack-victim-speaks-20210226-thgfbugulnfwndje777pkwrkj4-story.html
"Vicha Ratanapakdee, an 84-year-old Thai American man, was killed in an unprovoked attack. The victim was enjoying a morning walk when he was pushed to the ground by 19-year-old Antoine Watson. Ratanapakdee died two days later from his injuries.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/family-of-84-year-old-man-killed-in-san-francisco-upset-with-district-attorney/2484573/
A 75-year-old Asian man died after he was robbed and assaulted in Oakland by a 26-year-old man. Pak Ho died of his injuries after he was punched and hit his head on the ground in what was another unprovoked attack against an elderly Asian American.,California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/east-bay/75-year-old-asian-man-dies-following-oakland-assault/2490688/
"Noel Quintana, a 61-year-old Filipino American, was on the subway to work when he noticed that another man was kicking his bag. When he confronted the man, the latter slashed him in the face with a box cutter.",New York,New York,2021,Physical Assault,https://www.nbcphiladelphia.com/news/national-international/3-survivors-of-random-attacks-speak-out-against-anti-asian-violence-to-prevent-this-from-happening-again/2779130/
"An elderly Asian woman was robbed in San Francisco by a man, whom police arrested just moments after the robbery early Tuesday morning.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/man-arrested-in-robbery-of-elderly-asian-woman-in-san-francisco-police/2541918/
"A Sri Lankan man, 56, was punched in the head while riding the subway in Manhattan by another passenger, who yelled a racial slur at him. He was in critical condition. A man, Marc Mathieu, was arrested in the attack. He had posted an incoherent video on Facebook the morning of the attack in which he asserted there were violent security forces aboard the Staten Island ferry.",New York,New York,2021,Physical Assault,https://www.nytimes.com/2021/03/22/nyregion/nyc-asian-hate-crimes.htmll
"Two sisters who were visiting the Bay Area witnessed a violent attempted robbery in Oakland. They shot a video showing what police say is an attempted robbery. On one part of the video, a man is seen standing over and punching the victim, a man of Asian descent, who fights back in the middle of the sidewalk.",California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/2-witnesses-jump-into-action-to-save-man-from-oakland-brutal-attack/2515243/
"An Asian American dad was walking with his 1-year-old child in a stroller when he was knocked over and repeatedly punched in the head outside of a grocery store. The suspected attacker, Sydney Hammond, has a history of crime, according to the district attorney.",California,San Francisco,2021,Physical Assault,https://www.sfgate.com/crime/article/2021-05-Asian-father-attacked-Guss-San-Francisco-16150765.php
"Narayange Bodhi, a 68-year-old Sri Lankan man, was punched in the head and severely beaten while riding the subway during his comutte in March 2021. Marc Mathieu, 36, was arrested for assault charges. A witness who saw the beating said Mathieu spoke to Bodhi, calling him an ""Asian m-----f-----"" before beating him. Bodhi said he has no memory of the sudden and unprovoked attack.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-charged-with-hate-crime-in-subway-attack-that-left-68-year-old-asian-man-bloodied/2957690/
Police in San Francisco said Monday they've arrested a man who allegedly attacked an Asian couple without provocation earlier this month in the city's Financial District,California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/san-francisco-police-arrest-man-who-spit-on-punched-asian-couple/2516322/
"Natty Jumreornvong, a Thai-born medical student, said she was called the ""Chinese virus,"" spat on, and dragged on a sidewalk after a shift at a hospital she was training at while still wearing her scrubs.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/asian-american-health-workers-fight-virus-and-racist-attacks/3042435/
"A 56-year-old Asian man, Ming Teoh, of Brooklyn, was approaching the East Broadway subway station near Rutgers St. when his attacker stormed up and punched him, knocking him to the ground",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/crime-and-courts/asian-man-attack-outside-lower-east-side-train-station-unclear-if-racially-motivated/2923557/
"A 27-year-old working at a 7-Eleven in Manhattan's midtown was punched in the face and called an anti-Asian slur during an attempt to stop a robbery. Gregory Jacques, 33, was arrested and charged with assault.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/7-eleven-clerk-trying-to-stop-robber-punched-in-face-called-racist-slur-nypd/2980692/
"A female manager at a Japanese grocery store was sucker punched by a man who was asked to leave the store for not wearing a mask. The woman, who is unidentified, worked at the 41st street Sunrise Mart when she was attacked. Police said they did not consider the incident a hate crime, since the man did not say anything to the woman during the attack, according to 1010 Wins.",New York,New York,2021,Physical Assault,https://www.audacy.com/1010wins/news/asian-worker-punched-inside-midtown-food-market-nypd
"A 23-year-old woman was attacked by a cane-wielding stranger on May 12th, suffering injuries to her head and hip when the 60-year-old man beat her with his cane on a subway platform in Manhattan's Upper West Side.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/23-year-old-woman-whacked-in-head-hip-by-cane-wielding-straphanger-in-manhattan/3085820/
"A 13-year-old boy had basketballs pelted at him by other teenagers in a Queens, New York, basketball court in an incident that was being investigated by the police. He was allegedly told to go back to his country.",New York,Queens,2021,Physical Assault,https://www.nbcnewyork.com/news/local/broadway-dancer-stirred-by-anti-asian-violence-speaks-out-about-getting-pelted-with-rocks/2953256/
"A pair of attackers hurled anti-Asian slurs at a 27-year-old Air Force veteran, Denny Kim, called him ""Chinese virus"" and knocked him to the ground in LA's Koreatown",California,Los Angeles,2021,Physical Assault,https://www.nbclosangeles.com/news/local/attack-asian-american-air-force-veteran-koreatown-violence-hate-crime/2534393/
A 91-year-old man strolling on the street of Oakland's Chinatown was violently pushed to the ground in an incident that was caught on footage. Police say the incident was just the latest in a string of violent attacks targeting elderly people in that Chinatown by the same suspect.,California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/east-bay/oakland-police-identify-person-of-interest-in-violent-chinatown-attacks/2461304/
"An 83-year-old Korean grandmother was spat at, punched and shoved near a shopping mall in New York, suffering injuries to her face and hip. The attack on Nancy Toh in White Plains caused her to be ""blacked out momentarily,"" and gave her a possible concussion, according to White Plains police. Glenmore Nembhard, 40, was arrested and charged for the attack.",New York,White Plains,2021,Physical Assault,https://www.nbcnews.com/news/us-news/man-arrested-attack-elderly-asian-american-woman-who-blacked-out-n1261019
A 76-year-old Asian woman was waiting for the traffic lights when a 39-year-old man punched her in the eye. She then beat the man who ended up on a stretcher,California,San Francisco,2021,Physical Assault,https://www.cbsnews.com/news/asian-woman-attacked-san-francisco-fights-back/
A 70-year-old woman was shoved to the ground and robbed by two suspects in Oakland Chinatown.,California,Oakland,2021,Physical Assault,https://abc7news.com/oakland-grandma-attacked-70-year-old-senior-attack-woman/10320670/
"A 52-year-old Asian American woman was attacked outside a New York City bakery. The victim was waiting in line at the store on Roosevelt Avenue in Flushing, Queens, when a man approached her and pushed her to the ground, causing her to hit her head, police said",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/nyc-woman-gets-half-dozen-stitches-in-what-family-says-is-latest-attack-against-asian-americans/2894825/
"A 44-year-old Asian woman and mom of two became victim to a brutal attack that left her with three fractures on her nose, a fractured cheek, broken teeth and a concussion while meeting with her boyfriend in downtown Seattle. Noriko Nasu, a Japanese native, said she was hit in the face with a rock in a sock by a man who had kept watch on her and targetted her. Police said the attack was not classified as a hate crime since there was no proof.",Washington,Seattle,2021,Physical Assault,https://www.nbcphiladelphia.com/news/national-international/3-survivors-of-random-attacks-speak-out-against-anti-asian-violence-to-prevent-this-from-happening-again/2779130//
"An Asian woman was robbed and attacked in the Flushing area of Queens, New York, in a brutal assault caught on camera. The assailant is seen dragging, punching and kicking the woman before running off with her purse.",New York,Queens,2021,Physical Assault,https://www.nbcnewyork.com/news/local/crime-and-courts/asian-man-stabbed-in-unprovoked-chinatown-attack-police-say-suspect-in-custody/2911858/
"A 59-year-old Asian man was attacked in San Francisco in one of two brutal attacks caused by a 32-year-old man on the same day in San Francisco. Danny Yu Chang said the beating, which happened during his lunch break, left him traumatized and looking to move out of the Bay Area. His attack followed a first unprovoked attack, in which a 64-year-old man was slashed across the face and knocked to the ground.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/im-traumatized-asian-man-attacked-in-san-francisco-scared-to-leave-house/2495690/
A 54-year-old woman of Asian descent was hit in the face with a metal pipe on the Lower East Side.,New York,New York,2021,Physical Assault,http://nbcnewyork.com/news/national-international/assault-suspect-punches-woman-on-her-way-to-anti-asian-violence-protest-police/2750681/
"Footage shows a person wearing a red hoodie running up to an Asian couple and swinging at the man as the woman cries out. In another video clip, the man is being cursed at and seems to be pushed or struck by the person recording the video, who also said he punched the victim in the mouth.",Washington,Tacoma,2021,Physical Assault,https://www.nbcnews.com/news/us-news/teen-arrested-after-videos-attack-against-asian-couple-surface-online-n1262966
"A 75-year-old Asian woman is recovering from fractures and injuries to her face after she was punched in an unprovoked attack in Queens, according to the NYPD. Pictures released by the woman's family showed the fractures and bruises. She had been shopping for groceries when she was sucker punched by a suspect walking down the street. Her son said she was in the hospital for eight hours after the attack.",New York,Queens,2021,Physical Assault,https://www.nbcnewyork.com/news/local/75-year-old-asian-woman-suffers-facial-fracture-in-unprovoked-nyc-attack/3078716/
"A 73-year-old woman was knocked down and left bleeding from her head in another attack on an elderly Asian American that left her with a concussion, cracked ribs and bruises, according to KRON. Toure Clark, 34, was arrested and charged with three felonies on the May 14th incident on the woman at the Embarcadero Waterfront.",California,San Francisco,2021,Physical Assault,https://www.kron4.com/news/bay-area/sfpd-make-an-arrest-in-embarcadero-attack-on-a-73-year-old-woman/
"An UPS driver and Asian American father of three was beaten until he lost two of his front teeth while he was on his delivery route. The victim, who was only identified as Minh, was brutally attacked in the middle of a street near San Francisco's Gough and Market streets after the attacker tried to steal a package from his truck. Minh's daughter, Tiffany, said on the family's GoFundMe page that her father was supporting a family of five with his routes.",California,San Francisco,2021,Physical Assault,https://sanfrancisco.cbslocal.com/2021/06/09/ups-driver-attacked-viral-video-vicious-robbery-attempt-interview/
"A 70-year-old Mexico American woman was mistaken for Asian and brutally beaten in Los Angeles' Eagle Rock neighborhood by a 23-year-old woman riding the same Metro bus. The victim, identified only as Becky, suffered severe injuries from the attack, during which the assailant yelled anti-Asian slurs. ""[The attacker] threw [the victim] on the floor and started beating her in the head,"" Becky's son Peter said of his mother's ordeal.",California,Los Angeles,2021,Physical Assault,https://www.nbclosangeles.com/news/local/metro-bus-attack-anti-asian-hate-crime-slurs-eagle-rock/2574652/
"A 50-year-old Asian woman was slapped and told to ""Get off [the] train, you don't belong here,"" by a fellow rider in Brooklyn, in the latest string of reported attacks on Asian Americans in the city.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/get-off-my-train-woman-deals-woman-head-blow-in-possible-subway-hate-crime/3037367/
"Gordon Pang, a 83-year-old Asian man, said he was another victim of an unprovoked attack on Valentine's Day in San Francisco's Tenderloin area. Pang said he was knocked to the ground in an attack so brutal, it kept him in the hospital for a month and then rehab.",California,San Francisco,2021,Physical Assault,https://abc7news.com/asian-senior-describes-sf-attack-warns-people-to-be-careful/10430262/
"A woman in her 80s was attacked by 40-year-old Christopher Nadon in San Francisco, when she was pushed to the ground, assaulted and almost had her purse stolen. Jeffrey Ju, a good Samaritan who was nearby, said a group of people chased Nadon away from the woman then chased him down until police showed up. Police say race was not a motivating factor for the assault.",California,San Francisco,2021,Physical Assault,https://www.nbcbayarea.com/news/local/man-who-attacked-elderly-woman-in-sf-nabbed-by-good-samaritans-police/2551630/
Police say a 65-year-old Filipino man was brutally attacked and carjacked at gunpoint in the afternoon outside a Oakland Food Maxx grocery store.,California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/elderly-man-brutally-attacked-carjacked-outside-oakland-grocery-store/2514728/
"A 35-year-old Asian woman riding the subway in Queens was accosted by a bigot who threatened her, told her to “go back to China” — and smashed her cellphone when she started recording him, police said Wednesday.",New York,Queens,2021,Physical Assault,https://www.nbcnewyork.com/news/local/woman-attacked-on-subway-in-latest-episode-of-anti-asian-violence/2961446/
"Ngoc Pham, 83, was shopping for groceries when he was attacked. Ngoc sustained injuries such as cuts, bruises and a fractured nose. Doctors have also recommended an MRI scan to check for fractures in his neck bones.",California,San Francisco,2021,Physical Assault,https://nextshark.com/market-street-san-francisco-suspect-arrested-assault/
"A 64-year-old Asian woman was shoved to the ground in the Brooklyn neighborhood of Gravesend, leaving the left side of her body injured. Joseph Russo was arrested and charged with multiple counts of assaults for this incident and others involving Asian victims in Brooklyn.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-77-shoved-to-ground-at-nyc-market-woman-has-hair-grabbed-in-latest-possible-anti-asian-attacks/2985350/
"Linjie Deng, 28, turned his pain into art after the SVA student was attacked at a Manhattan subway station, beaten to the ground and called an ""[expletive] yellow"" as bystanders just watched. Deng's incident was just hours before a gunman killed six Asian women, among other victims, at various spas around the Atlanta area.",New York,New York,2021,Physical Assault,https://newyork.cbslocal.com/2021/03/24/nyc-anti-asian-attack-art-linjie-deng/
"Police say a man tried to punch a 25-year-old woman in Manhattan. The victim told police that she was walking around 1 p.m. when a stranger made anti-Asian statements towards her and ""attempted to strike her with a closed fist,"" the NYPD said. The woman was unharmed and the man fled the scene, according to police.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-makes-anti-asian-statements-before-trying-to-punch-woman-in-midtown-nypd/2997722/
"Antonette Solis, 68, was shopping in Oakland's Chinatown when she was bodyslammed onto a busy intersection and robbed. Solis, who is Filipino, hit her head against the pavement during the attack.",California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/it-is-so-sad-attacks-against-asian-elders-continue-in-the-bay-area/2533157/
"A 36-year-old Asian man was stabbed by Salman Muflihi, 23, in New York City's Chinatown during an evening walk. The victim suffered a punctured liver and massive internal bleeding from the attack, in which doctors were forced to remove one of his kidneys and adrenal gland. Muflihi was charged with attempted murder as a hate crime, among other charges.",New York,New York,2021,Physical Assault,https://www.nbcnewyork.com/news/local/crime-and-courts/asian-man-stabbed-in-unprovoked-chinatown-attack-police-say-suspect-in-custody/2911858/
"A 32-year-old woman was the victim of an unprovoked attack in the Midwood section of Brooklyn, New York, after a man walked up to her and dragged her around by her hair. Joseph Russo was later caught and charged with multiple counts of assaults, including to other incidents involving Asian victims.",New York,Brooklyn,2021,Physical Assault,https://www.nbcnewyork.com/news/local/man-77-shoved-to-ground-at-nyc-market-woman-has-hair-grabbed-in-latest-possible-anti-asian-attacks/2985350/
The daughter of an elderly Asian American man who was attacked in Chicago shared her father's story on Instagram in a bid to raise awareness on hate incidents and hate crimes the Asian American community is facing after six Asian women in Georgia was shot and killed. Kaylee Cong said her 60-year-old father was taking a walk near Broadway and Ainslie Street close to midnight when he was punched in the head from behind. The Cong family said they lived in the Uptown neighborhood for 15 years and never had any problems with bias incidents until then.,Illionois,Chicago,2021,Physical Assault,https://www.nbcchicago.com/news/local/woman-warns-others-after-vietnamese-father-punched-in-uptown/2472594/
"A 33-year-old woman walking her dog in New York's Chinatown was spat at and sweared at on March 18, in an incident that police say they are investigating as a hate crime. The man allegedly called her a ""f-----g c----,"" a ""stupid c---- b---h"" and told her to go back to her country.",New York,New York,2021,Physical Assault,https://www.nydailynews.com/new-york/nyc-crime/ny-woman-walking-dog-latest-anti-asian-hate-crime-20210318-ecdbbdeo6rgifouwojcqllyyqa-story.html?utm_source=onesignal&utm_medium=notification&utm_campaign=2021-03-18-Woman-walking-d
"Hua Zhen Lin, an 68-year-old man, was reportedly attacked while riding a bus. A rider had bashed Lin in the head with a cane in an unprovoked attack, leaving gashes on his face and landing him in the hospital with head injuries.",California,Oakland,2021,Physical Assault,https://www.nbcbayarea.com/news/local/it-is-so-sad-attacks-against-asian-elders-continue-in-the-bay-area/2533157//
"An unidentified Asian American woman was attacked on June 14th in an incident that Culver City police are calling a possible hate crime. The woman was walking to work on Washington Boulevard when the assailant asked her for a cigarette, followed her from behind as she tried to leave, ""yelled a racial slur and hit her on the right side of her head,"" police said.",California,Culver City,2021,Physical Assault,https://www.nbclosangeles.com/news/local/asian-american-woman-attacked-in-culver-city-in-possible-hate-crime/2616778/
